Unnamed: 0	Role	Utterances	Personality	Emotion
1927	Monica	 That sounds like Nana   	[0, 1, 0, 0, 0]	anger
18447	Phoebe	" Umm  sympathy pains  I thought it was really sweet at first  but now I think he s just trying to steal my thunder "" "	[1, 0, 0, 0, 0]	joy
46817	Ross	  Oh Joey  Joey  But still  I mean  it seems like    you guys are having a great time together   	[0, 0, 0, 0, 1]	anger
45886	Rachel	" Ok  well Monica  suppose one of your ""special"" tickets win  How are you gonna feel when you win the lottery and you lose all your friends   "	[0, 0, 1, 0, 0]	joy
8401	Chandler	" Oh  y know what  I \x92m gonna be okay  you don \x92t have to throw a party for me "" "	[0, 0, 0, 1, 0]	joy
30644	Rachel	 Well what   How how much is it    	[0, 0, 1, 0, 0]	anger
34511	Ross	  Well hello  She \x92s cute  Should we uh  go try to talk to her   	[0, 0, 0, 0, 1]	anger
6709	Rachel	 Very nice touch   	[0, 0, 1, 0, 0]	anger
10102	Monica	 Freemont  West Westmont  ah Westburg   	[0, 1, 0, 0, 0]	anger
37017	Chandler	 Hey   Soaps  Shampoos  Are you really taking all this stuff   	[0, 0, 0, 1, 0]	joy
2188	Joey	 Oh  I will   	[0, 0, 1, 0, 0]	anger
34042	Phoebe	  Wow  How long were we arguing for   	[1, 0, 0, 0, 0]	joy
31342	Rachel	 I \x92m not asking you to go on a date with him   	[0, 0, 1, 0, 0]	anger
18906	Chandler	" Oh yes  Monica  get in here  There s a high speed car chase on "" "	[0, 0, 0, 1, 0]	anger
43407	Chandler	 Alright  lo \x85look  I don \x92t smoke anymore  But if the rest of  you want to light up  go ahead  it \x92s fine   So you all smoke  then  That \x92s almost rude  that I \x92m not   	[0, 0, 0, 1, 0]	anger
39128	Ross	 Actually  Billy Tratt is gay now  So so that one \x92s not really our fault   	[0, 0, 0, 0, 1]	joy
29393	Ross	 Elizabeth   Okay  Okay   I \x92m gonna go out this window   I \x92ll meet you at the front door  Just tell them you \x92re going home  okay   	[0, 0, 0, 0, 1]	anger
20027	Rachel	 Joey has got a secret peephole   	[0, 0, 1, 0, 0]	joy
30815	Monica	 No  Wait  I think I can figure out the recipe from this cookie  I do stuff like this at work all the time   	[0, 1, 0, 0, 0]	anger
46042	Monica	" Well you can t  We re booked solid for the next month "" "	[0, 1, 0, 0, 0]	joy
1657	Phoebe	  He seems to hate you  Are you sure   	[1, 0, 0, 0, 0]	joy
25695	Joey	 This is great  this is great  what else  what else   	[0, 0, 1, 0, 0]	joy
15968	Joey	 Well  suppose until the baby \x92s born I laid off it  No extra animals would die  you you \x92d just be eating my animals   	[0, 0, 1, 0, 0]	joy
9723	Phoebe	 God  Do think it really doesn \x92t hurt   \x91Cause how can they do that   	[1, 0, 0, 0, 0]	joy
43217	Phoebe	" Oh hey Ross oh I m so glad someone s here could   you zip me up "" "	[1, 0, 0, 0, 0]	joy
34187	Phoebe	 Oo  You should have one of us do it   	[1, 0, 0, 0, 0]	joy
19163	Rachel	 It was like this crazy eyed  hairy beast man  He was like a  like a bigfoot or a yeti or something   	[0, 0, 1, 0, 0]	anger
24221	Phoebe	 Do you like car games   	[1, 0, 0, 0, 0]	joy
2203	Chandler	" What if they re not  What if it s adopted by a king "" "	[0, 0, 0, 1, 0]	anger
7995	Joey	" Thanks man  but I think it makes a stronger statement if I ask for it myself  y know "" "	[0, 0, 1, 0, 0]	anger
32477	Ross	 It \x92s a legitimate learning technique   Wow   	[0, 0, 0, 0, 1]	anger
9469	Rachel	 No no no  no  honey please  I \x92ve got  I \x92ve just have so much to deal with   	[0, 0, 1, 0, 0]	anger
28682	Joey	 That \x92s the title  Yeah  Y \x92know they really lucked out that the initials spell cheese   	[0, 0, 1, 0, 0]	joy
1087	Phoebe	 Are you gonna go over there   	[1, 0, 0, 0, 0]	anger
979	Rachel	" No  come on  I m totally ok   I don t need you to come  I can totally handle this on my own "" "	[0, 0, 1, 0, 0]	anger
41147	Joey	 I should know that  Let \x92s see  just one moment please  Umm  here we are  a Wicked Wango card determines whether you go higher or lower   	[0, 0, 1, 0, 0]	anger
21218	Ross	" Okay  I ve got to go pick up Ben but I I will figure something out   Hey  didn t he used to have a cat "" "	[0, 0, 0, 0, 1]	joy
20996	Monica	 So maybe they could umm  call the award the Monica   	[0, 1, 0, 0, 0]	anger
18261	Rachel	" Well  ultimately  I was trying y know  I I wanted \x85tell him y know  that I m still in love with him "" "	[0, 0, 1, 0, 0]	joy
30713	Rachel	 Who are you supposed to be   	[0, 0, 1, 0, 0]	anger
38108	Monica	 And everybody has to wear costumes   Come on  It \x92ll be fun   	[0, 1, 0, 0, 0]	surprise
46232	Chandler	 Look  we have enough  just walk away   	[0, 0, 0, 1, 0]	joy
29178	Joey	 You got it  And the rabbi \x92s beard  100  horsehair  Nice catch C H E E S E    It \x92s your line C H E E S E    Wayne  Wayne    	[0, 0, 1, 0, 0]	anger
7780	Rachel	 Well maybe he \x92s just taking a nap   	[0, 0, 1, 0, 0]	joy
46411	Ross	"  Ranion s theory of species variegation "" "	[0, 0, 0, 0, 1]	joy
33433	Joey	  My chair heels itself   	[0, 0, 1, 0, 0]	joy
27300	Rachel	 Yeah that \x92s right you weren \x92t thinking  Y \x92know what  Let me give you something to think about    	[0, 0, 1, 0, 0]	joy
18310	Chandler	" Okay  Pheebs  we decided the picnic idea was a little \x85 Y know  it didn t have any \x85 It it  well it blew  So  we thought  that this afternoon that we would all go away for the whole weekend to  Atlantic City "" "	[0, 0, 0, 1, 0]	joy
38221	Monica	 You read comic books right   	[0, 1, 0, 0, 0]	anger
23295	Ross	 Dude  you are sick   	[0, 0, 0, 0, 1]	anger
8123	Monica	 No  I \x92m not okay   	[0, 1, 0, 0, 0]	joy
9518	Rachel	 Hey  Ross    I told you I don \x92t   	[0, 0, 1, 0, 0]	joy
40624	Ross	  Item J437 A  color 	[0, 0, 0, 0, 1]	joy
344	Chandler	  Look  if you did     	[0, 0, 0, 1, 0]	joy
46668	Joey	 Ok  let me stop you right there  The Mets suck  ok  You wanna    see the Yankees   	[0, 0, 1, 0, 0]	anger
37358	Joey	 I still can \x92t believe they took away my key  You trust me with yours   	[0, 0, 1, 0, 0]	anger
28590	Monica	 We \x92re really glad you decided to meet our guy   	[0, 1, 0, 0, 0]	anger
29757	Ross	  Yeah yeah you guys  Get out of here   	[0, 0, 0, 0, 1]	anger
1129	Rachel	" Of course  I d be honored "" "	[0, 0, 1, 0, 0]	joy
43995	Rachel	 Well    well  what did you do to make her laugh    	[0, 0, 1, 0, 0]	anger
5241	Chandler	 Oh  no  no  I just meant hypothetically   	[0, 0, 0, 1, 0]	joy
7285	Joey	 You said  you wanna come in for some lemonade   	[0, 0, 1, 0, 0]	anger
4147	Phoebe	" Y know  there s gonna be lots of other stuff "" "	[1, 0, 0, 0, 0]	anger
1906	Monica	 Really  What is it   	[0, 1, 0, 0, 0]	anger
92	Monica	 Oh my God  Oh my God that\xe2\x80\x99s awful  What did you think of the house   	[0, 1, 0, 0, 0]	anger
34250	Rachel	 Oh  come on  Saran Wrap on the toilet seat  you don \x92t think that \x92s just a little funny    	[0, 0, 1, 0, 0]	anger
13374	Phoebe	 Wow  cute one   	[1, 0, 0, 0, 0]	anger
46281	Rachel	"  Alright  alright look  just uh    just try to remember how  you felt when you were in love  and think about that when you re playing the scene "" "	[0, 0, 1, 0, 0]	anger
5130	Rachel	" Let s dry  em again "" "	[0, 0, 1, 0, 0]	joy
31062	Rachel	 Okay  hold on just a second   I \x92m sorry  it \x92s for human resources  everybody has to do it  Could you just stand up please   	[0, 0, 1, 0, 0]	joy
40643	Chandler	 And you wonder why Ross is their favorite   	[0, 0, 0, 1, 0]	joy
27622	Joey	 It \x92s uh  right through there    	[0, 0, 1, 0, 0]	joy
16707	Rachel	 Oh  okay  well  I think we should let Phoebe decide  because she \x92s the only who \x92s impartial  and she \x92s so pretty   	[0, 0, 1, 0, 0]	joy
2022	Ross	 Thanks  Yeah  Carol borrowed it for a class  and I have to get it back to the museum   	[0, 0, 0, 0, 1]	joy
1537	Chandler	" Hey  it s me "" "	[0, 0, 0, 1, 0]	joy
45378	Rachel	" I don t know  I mean  what brought that on "" "	[0, 0, 1, 0, 0]	anger
42461	Joey	 I know  I know it \x92s awful   	[0, 0, 1, 0, 0]	joy
35113	Joey	 I just have to call my agent and tell her I can \x92t do the part    	[0, 0, 1, 0, 0]	anger
31341	Joey	 Huh  Rach I got to say it \x92s gonna take a lot of money for me to go out on a date with a dude   	[0, 0, 1, 0, 0]	anger
44095	Rachel	 Okay    aahhh    Please laugh for mommy    Please     Please laugh for mommy     Not funny huh  Oh so  is it    only offensive novelty    rap  Or maybe just  you know  rap in general  \ Cause mommy can rap     My    name is mommy and I\ m here to say / that all the babies are    Oh  I can\ t    rap    Allright sweetheart    This is only because I love you so much  and I    know that you\ re not gonna tell anybody     I    like    big butts and I cannot lie    / You other brothers can\ t deny    / when    a girl walks in with an itty bitty waist and a round thing in your face     Yes  Yes  Yes  YES  Oohhhhh  Oh   I like big butts and    I cannot lie    / You other brothers can\ t deny    Oh Emma you\ re laughing     Oh you are  you really do like big butts  don\ t you  Oh you beautiful little    weirdo      	[0, 0, 1, 0, 0]	anger
19023	Joey	"  Cause I figured you d hooked up with some girl and she d left it there "" "	[0, 0, 1, 0, 0]	joy
1683	Rachel	" Alright  fine  You can keep it  As long as you don t    mind that she s haunted  "" "	[0, 0, 1, 0, 0]	love
21584	Phoebe	 All right  Hold on   I got it  Nickel   How much more do we need   	[1, 0, 0, 0, 0]	anger
8566	Ross	 That is so made up   	[0, 0, 0, 0, 1]	joy
21779	Joey	 Yeah  yeah  I met this woman    	[0, 0, 1, 0, 0]	anger
30677	Ross	  I gave him an extremely professional massage   	[0, 0, 0, 0, 1]	joy
10662	Joey	 Oh  yeah   Then how come I keep thinking about her in all these sexual scenarios and stuff huh    	[0, 0, 1, 0, 0]	joy
46705	Ross	" You know  I really don t want to    get involved in you guy s relationship "" "	[0, 0, 0, 0, 1]	anger
17159	Joey	" It s never gonna happen "" "	[0, 0, 1, 0, 0]	joy
26657	Phoebe	 Ya  you know  Rachel  \x85 she \x92ll do whatever you want  Y \x92know  you can just walk all over her   	[1, 0, 0, 0, 0]	joy
14776	Ross	 How did you know she would buy scotch tape   	[0, 0, 0, 0, 1]	anger
20322	Joey	 No no  this only took five minutes  I spent the rest of the day coming up with new  Ultimate Fireball   Ha ha   	[0, 0, 1, 0, 0]	joy
21736	Joey	" I m saying maybe you and I crank it up a notch "" "	[0, 0, 1, 0, 0]	joy
19413	Phoebe	  You have the power to do that   	[1, 0, 0, 0, 0]	anger
11123	Ross	  Sure  I \x92ll help you   	[0, 0, 0, 0, 1]	anger
32115	Rachel	  Hi Tag  What are you doing here    	[0, 0, 1, 0, 0]	surprise
5975	Phoebe	" Oh  no wonder I don t feel full "" "	[1, 0, 0, 0, 0]	joy
33182	Rachel	 Puzzler  A bit of a puzzle  Why don \x92t you um  check the copy room  maybe you left the contracts in there   	[0, 0, 1, 0, 0]	anger
25418	Chandler	 Okay  here you go   I have two queens  what do you have   	[0, 0, 0, 1, 0]	joy
576	Joey	" That s what I hear  yeah "" "	[0, 0, 1, 0, 0]	surprise
18829	Rachel	" Sure  I guess  Hey  I hear you don t have to go to London  Yay "" "	[0, 0, 1, 0, 0]	anger
26812	Joey	 Well  he \x92s not used to women being so forward with him  but uh  I good check with him \x97He says it \x92s okay   Great  Thanks  Bye bye   	[0, 0, 1, 0, 0]	anger
23535	Rachel	" No  No  It s just that all the people in the entire world that I want to talk to are right here "" "	[0, 0, 1, 0, 0]	sadness
17770	Phoebe	 So uh  now look at the picture \x85  	[1, 0, 0, 0, 0]	joy
1950	Monica	" Oh  that s Nana  right there in the middle    Me and the gang at Java Joe s   "" "	[0, 1, 0, 0, 0]	anger
31262	Chandler	 What are you guys doing   	[0, 0, 0, 1, 0]	anger
35630	Rachel	" Yes  I know  And Joey knows  But Ross doesn t know so you have to stop screaming  "" "	[0, 0, 1, 0, 0]	anger
33543	Phoebe	 Y \x92know  I don \x92t I don \x92t think it \x92s you  This is a freaky place   Hey  Guys    Oh no  it \x92s you   	[1, 0, 0, 0, 0]	anger
6568	Monica	 I think  that if you really like this guy  you should just trust him   	[0, 1, 0, 0, 0]	joy
37391	Ross	 Okay  Okay  Y \x92know what  If you want to  we can do it one more time  I mean I \x92d I \x92d be okay with that  In fact  I have some time right now   	[0, 0, 0, 0, 1]	joy
37285	Monica	 Well  what were you gonna say   	[0, 1, 0, 0, 0]	joy
9883	Rachel	 I \x92m thinking  I \x92m gonna order a pizza   	[0, 0, 1, 0, 0]	surprise
1366	Ross	 Hey guys    Monica and Chandler 	[0, 0, 0, 0, 1]	joy
39310	Monica	 Fine  If you want me to wear the boots  I \x92ll wear the boots  In fact  I \x92ll go into my room right now and y \x92know try the outfit on   	[0, 1, 0, 0, 0]	surprise
23599	Monica	" Oh  he just doesn t want us to go through any trouble  Think of how excited he ll be when we go out and surprise him  Plus we get to have our own  ani Vegas ary  A Nevadaversary "" "	[0, 1, 0, 0, 0]	anger
16866	Phoebe	 I still cannot believe you \x92re engaged   Just  \x91cause its happening so fast  not  \x91cause you \x92re such a loser    	[1, 0, 0, 0, 0]	joy
35676	Phoebe	 Joey   Wow  you didn \x92t rip off any buttons   	[1, 0, 0, 0, 0]	anger
689	Phoebe	 Oh  you\xe2\x80\x99re right  I was just kidding about   Rachel  Babysitting is a gas   	[1, 0, 0, 0, 0]	fear
36210	Joey	  Wow  Didn \x92t know that   	[0, 0, 1, 0, 0]	joy
11105	Ross	 Wow  That aspirin dance really works   	[0, 0, 0, 0, 1]	anger
9264	Monica	 No  it was Ginger  I remember  because when he told me  I said    \x91the movie star  \x92  	[0, 1, 0, 0, 0]	anger
37369	Chandler	 Just act like you belong   	[0, 0, 0, 1, 0]	surprise
24588	Phoebe	  Okay  whatever you say  But just be careful  all right  Rachel \x92s not in the same place you are   	[1, 0, 0, 0, 0]	joy
47366	Chandler	 This vacation sucks    	[0, 0, 0, 1, 0]	anger
8222	Joey	 Hey  What  what are you doing here   	[0, 0, 1, 0, 0]	joy
35328	Joey	 We should really learn how to play the real way    	[0, 0, 1, 0, 0]	joy
45899	Monica	 No  no  We should divide them up  and I should get extra because we used my card to buy them   	[0, 1, 0, 0, 0]	anger
537	Rachel	  Oh  what a line    	[0, 0, 1, 0, 0]	anger
3632	Phoebe	 Sorry  How about over here    	[1, 0, 0, 0, 0]	anger
24214	Monica	 This doesn \x92t mean anything  does it   	[0, 1, 0, 0, 0]	anger
31276	Chandler	 All right  but I should warn you  I \x92m not going  I \x92m going    	[0, 0, 0, 1, 0]	joy
13917	Rachel	  Here it is  I love it  I wear it all the time   	[0, 0, 1, 0, 0]	anger
298	Rachel	" Ugh   Excuse me  could you give this to that guy over there   Go ahead   Thank you   Sorry    Okay  Las Vegas "" "	[0, 0, 1, 0, 0]	anger
34485	Joey	 Ho ho ho   fried stuff with cheese   	[0, 0, 1, 0, 0]	sadness
8349	Rachel	 I can \x92t  It \x92s too late  Terry already hired that girl over there   Look at her  she \x92s even got waitress experience  Last night she was teaching everybody how to make napkin      swans   	[0, 0, 1, 0, 0]	joy
20570	Joey	" Rach  I told you everything I knew last night  Look  it s not that big of a deal  so Monica and Chandler are doing it "" "	[0, 0, 1, 0, 0]	anger
15614	Ross	 Help  Help   Help  Help    	[0, 0, 0, 0, 1]	joy
23217	Ross	 Hey  does anybody want to get some lunch  All those in favor say I    	[0, 0, 0, 0, 1]	anger
20785	Monica	" Y know when I said to you earlier that I was at work umm  I m at my new work "" "	[0, 1, 0, 0, 0]	joy
30762	Phoebe	 You mean the one that my grandmother made me swear on her deathbed that I would never let out of our family   	[1, 0, 0, 0, 0]	surprise
19322	Rachel	 Ross  honey  is there anything we can do   	[0, 0, 1, 0, 0]	joy
24225	Phoebe	 No No  You need your sleep  Night night  Shh     	[1, 0, 0, 0, 0]	joy
21879	Phoebe	" Yeah  it s weird  I can t help it though he s so sweet  he s like this little puppy dog  y know  But like a really tough one that shots bad guys  Ohh  I just love beginning parts of relationships  y know   You just like can t keep your hands off each other "" "	[1, 0, 0, 0, 0]	joy
20618	Chandler	 Hey  Everybody at work loved you last night    	[0, 0, 0, 1, 0]	anger
11141	Rachel	 Okay  now make it even   \x91cause we don \x92t     	[0, 0, 1, 0, 0]	anger
24884	Rachel	 Pheebs  what what are you doing   	[0, 0, 1, 0, 0]	joy
1772	Monica	 How how are you  Mom   	[0, 1, 0, 0, 0]	anger
13237	Phoebe	  Okay  quit down    	[1, 0, 0, 0, 0]	joy
46794	Phoebe	 How can you come here   	[1, 0, 0, 0, 0]	joy
17837	Joey	 Wait  well  where did you get it from     	[0, 0, 1, 0, 0]	anger
14020	Joey	 Uhh  that \x92s not them  I \x92m gonna go call the police   	[0, 0, 1, 0, 0]	joy
14508	Phoebe	 You guys  why didn \x92t you tell me you were eloping   	[1, 0, 0, 0, 0]	joy
2395	Joey	" I know why I don t remember her  huh  "" "	[0, 0, 1, 0, 0]	joy
25037	Chandler	 What are you doing   	[0, 0, 0, 1, 0]	joy
5750	Chandler	 Well  maybe it was God  doing me   	[0, 0, 0, 1, 0]	surprise
44583	Chandler	 I mean  you were the most beautiful woman in the room tonight   	[0, 0, 0, 1, 0]	anger
44598	Chandler	 Well  I have kissed over four women   Do you wanna get under the covers   	[0, 0, 0, 1, 0]	joy
41411	Rachel	 That is seven days   	[0, 0, 1, 0, 0]	anger
2426	Chandler	" No    It s all glued together "" "	[0, 0, 0, 1, 0]	anger
1896	Phoebe 	 You doing ok   	[1, 0, 0, 0, 0]	joy
5077	Rachel	" I  I didn t say any    I sw    I did not say anything  I swear  He stopped by "" "	[0, 0, 1, 0, 0]	anger
39633	Phoebe	 Hi  Okay  Monica  Rachel  this is my friend Roger   	[1, 0, 0, 0, 0]	anger
20500	Joey	 What what is it  what is it   	[0, 0, 1, 0, 0]	anger
33509	Chandler	 What are you guys  Like a gang or something    	[0, 0, 0, 1, 0]	anger
2327	Ross	 I gave them to Joey   	[0, 0, 0, 0, 1]	joy
40246	Monica	 I just talked to Joey  I just \x97I want to see how you were   	[0, 1, 0, 0, 0]	anger
23811	Phoebe	 You guys are here  Yay   	[1, 0, 0, 0, 0]	joy
6031	Monica	" Honey  wait  We only did it once  It didn t mean anything to me "" "	[0, 1, 0, 0, 0]	anger
34643	Ross	 Maybe I \x92ll take her to that new French restaurant down the street \x85  	[0, 0, 0, 0, 1]	anger
35711	Chandler	 Who are those people   	[0, 0, 0, 1, 0]	anger
29853	Joey	 I figured  take a guess  help a charity  free boat   	[0, 0, 1, 0, 0]	joy
13320	Chandler	 Is it on   	[0, 0, 0, 1, 0]	joy
19106	Joey	 I can still hear you   	[0, 0, 1, 0, 0]	anger
29426	Chandler	 Yeah  it \x92s beautiful   	[0, 0, 0, 1, 0]	joy
32415	Monica	 See  this is why I told you never get involved with your assistant  And here is no such thing as keeping secrets when it comes to affairs   Did you hear that Chandler  No such thing   	[0, 1, 0, 0, 0]	anger
24795	Rachel	 So  which of this kitchen stuff is mine   	[0, 0, 1, 0, 0]	anger
26785	Rachel	 He left work in the middle of the day to do a personal errand and left you in charge when you \x92ve been working here two days  That \x92s not  that \x92s not right   	[0, 0, 1, 0, 0]	joy
1851	Ross	 What are you guys doing   	[0, 0, 0, 0, 1]	anger
32090	Chandler	 Sure  and Joey  do not let Ross look at any of the maps or the globe in your apartment    	[0, 0, 0, 1, 0]	joy
24729	Ross	  Yeah  I didn \x92t think of that   	[0, 0, 0, 0, 1]	anger
5843	Phoebe	" Oh  she s got gorgeous hair "" "	[1, 0, 0, 0, 0]	anger
39784	Rachel	 Okay  Wow  So I get to see what Joey Tribbiani is like on a date  So do\r\r you have any moves   	[0, 0, 1, 0, 0]	joy
46063	Monica	 No  not if their room has two beds   	[0, 1, 0, 0, 0]	anger
20869	Rachel	" Okay now Joey  y know that since you re returning all of this stuff right after the audition you re gonna have to wear underwear "" "	[0, 0, 1, 0, 0]	anger
30084	Joey	 Chandler loves marriage    	[0, 0, 1, 0, 0]	anger
47136	Monica	" Yeah  I m sure "" "	[0, 1, 0, 0, 0]	joy
1240	Joey	 Wait  wait  wait  You want him  I want her  He likes you   	[0, 0, 1, 0, 0]	anger
5093	Phoebe	 I really do  yeah   	[1, 0, 0, 0, 0]	joy
20081	Ross	 Hey  I am not unemployed  I \x92m on sabbatical   	[0, 0, 0, 0, 1]	joy
28673	Joey	 Yeah  you \x92re great  Okay  let \x92s take it from \x85  	[0, 0, 1, 0, 0]	anger
11679	Joey	 Oh no no no no  I meant Chandler   	[0, 0, 1, 0, 0]	joy
23763	Ross	 What the  What \x85  	[0, 0, 0, 0, 1]	anger
7693	Monica	 The second that Ross walks in that door  I want you take him back to your bedroom and do whatever it is that you do that makes him go   rweee    	[0, 1, 0, 0, 0]	anger
43016	Ross	 Was there anything you did wrong with Emma   	[0, 0, 0, 0, 1]	anger
22805	Chandler	 You dove in front of Ross  Ross   	[0, 0, 0, 1, 0]	anger
34207	Rachel	 Well y \x92know  we would umm  repeat everything the other said  or uh  we \x92d jump out of closets to scare each other  or switch the sugar for the salt so they \x92d put salt on their cereal   	[0, 0, 1, 0, 0]	anger
15055	Joey	 Chandler  look they \x92re actors  They \x92re there to do a job  just  \x91cause they work together  doesn \x92t mean they \x92re gonna get together  I mean just  \x91cause it happened with Susan Sarandon and Tim Robbins  it doesn \x92t mean it \x92s gonna happen with them   	[0, 0, 1, 0, 0]	anger
44432	Joey	 I  love  my job   	[0, 0, 1, 0, 0]	anger
46404	Ross	  Oh  hey you guys  This is Charlie  Charlie  this is Phoebe and my sister  Monica   	[0, 0, 0, 0, 1]	joy
11215	Rachel	 Thank you   Oww     God   	[0, 0, 1, 0, 0]	anger
26619	Chandler	 So  you stole my joke  and you stole my money   	[0, 0, 0, 1, 0]	anger
44597	Monica	" You re a really good kisser "" "	[0, 1, 0, 0, 0]	anger
27826	Rachel	 No seriously  Seriously  What has happened to the sanctity of marriage   	[0, 0, 1, 0, 0]	anger
42254	Ross	 Sweetie you \x92re doing great   	[0, 0, 0, 0, 1]	anger
783	Monica	" I m  I m really sorry  "" "	[0, 1, 0, 0, 0]	anger
12057	Monica	 Then I \x92ve gotta go  Bye    	[0, 1, 0, 0, 0]	anger
20021	Monica	  I know  I know  I know   	[0, 1, 0, 0, 0]	anger
45557	Phoebe	 God  I wish Mike were here   	[1, 0, 0, 0, 0]	joy
904	Monica	" That is the unusual activity  Look  they just wanna see if you re okay  "" "	[0, 1, 0, 0, 0]	anger
10888	Joey	 Yep  I just  I just watched her sleep for like hours  just breathing in and breathing out  And then I knew she was dreaming  \x91cause   \x91cause her eyes keep going like this    	[0, 0, 1, 0, 0]	anger
42696	Rachel	 Okay you have to realize  I was exhausted  I was emotional  I would have said yes to anybody  Like that time you and I got married   I \x92m not helping   	[0, 0, 1, 0, 0]	anger
27612	Phoebe	 Yeah that was lucrative  Smart like your brother   	[1, 0, 0, 0, 0]	anger
1728	Ross	 Kinda    spooky without any lights   	[0, 0, 0, 0, 1]	anger
13044	Chandler	 I think so   	[0, 0, 0, 1, 0]	anger
43462	Phoebe	 I \x92m starving  I know we were coming here tonight  I ate  nothing all day   	[1, 0, 0, 0, 0]	anger
1120	Ross	 A a and    record   	[0, 0, 0, 0, 1]	anger
1092	Ross	 Oh  of course     	[0, 0, 0, 0, 1]	anger
25725	Ross	 I I had to show Chandler something   	[0, 0, 0, 0, 1]	anger
10073	Chandler	 At least let me smoke it to the good part   	[0, 0, 0, 1, 0]	anger
6608	Joey	" He s got the body for it "" "	[0, 0, 1, 0, 0]	joy
39430	Monica	 Okay  I \x92m never gonna wear them again  I just didn \x92t get a chance to say goodbye   	[0, 1, 0, 0, 0]	joy
18313	Ross	 Wait  It was my plan   	[0, 0, 0, 0, 1]	anger
5427	Monica	 He is so amazing   	[0, 1, 0, 0, 0]	anger
7153	Rachel	 Does anybody need more coffee   	[0, 0, 1, 0, 0]	anger
709	Rachel	" It s worse than the thumb  "" "	[0, 0, 1, 0, 0]	joy
44868	Rachel	 Oh  give me    	[0, 0, 1, 0, 0]	joy
38155	Phoebe	 Ah  Catwoman  So we meet again   	[1, 0, 0, 0, 0]	joy
39532	Ross	 Well  we we haven \x92t said that to each other yet  but I guess its okay\r\r to say it to other people   	[0, 0, 0, 0, 1]	anger
8589	Chandler	 Well  it \x92s  it \x92s yummy  So Mary Angela do you like it   	[0, 0, 0, 1, 0]	anger
18871	Joey	" Doesn \x92t seem like it s going to work  I mean \x85"" "	[0, 0, 1, 0, 0]	anger
161	Rachel	 Oooohh that\xe2\x80\x99s interesting   	[0, 0, 1, 0, 0]	anger
41686	Monica	 Well  well Ross didn \x92t care enough to be here  so I think he \x92s out  You snooze you lose   	[0, 1, 0, 0, 0]	anger
12818	Monica	  How desperate am I   	[0, 1, 0, 0, 0]	anger
21144	Chandler	" I m telling you I think Phoebe thinks I m foxy "" "	[0, 0, 0, 1, 0]	joy
2280	Monica	 Yeah  I asked you and Phoebe to pick up the pies  You did remember  right   	[0, 1, 0, 0, 0]	joy
43591	Phoebe	 You guys  we \x92ve been waiting for you for a long time  maybe  you should order   	[1, 0, 0, 0, 0]	anger
1307	Rachel	"  Hello   Oh  it s our nanny   Hi  Oh    God  I hope you feel better  Ok  bye       That s Molly  she s sick  Can you watch Emma today "" "	[0, 0, 1, 0, 0]	joy
800	Monica	" I m still all those things "" "	[0, 1, 0, 0, 0]	joy
38547	Joey	 I was kinda hoping you \x92d stay   	[0, 0, 1, 0, 0]	anger
2561	Phoebe	 There she is   	[1, 0, 0, 0, 0]	joy
15165	Phoebe	 Wait a minute   	[1, 0, 0, 0, 0]	anger
37108	Phoebe	 Thank God   \x91cause that hair on a baby \x85  	[1, 0, 0, 0, 0]	anger
45781	Joey	" Oh my god Ross  You don t have Emma  And Rachel you don t have Emma   Where s Emma  Who has Emma  "" "	[0, 0, 1, 0, 0]	joy
26362	Phoebe	  White Plains  Oh  it sounds like such a magical place   	[1, 0, 0, 0, 0]	joy
141	Ross	" You know what the scariest part is  What if there s only one woman for everybody  y know  I mean what if you get one woman  and that s it  Unfortunately in my case  there was only one woman  for her   "" "	[0, 0, 0, 0, 1]	anger
16364	Joey	 Ooh ooh  Pheebs  you want a strong name  How about  The Hulk   	[0, 0, 1, 0, 0]	anger
23724	Rachel	"  Okay umm  Ross  I m I m really warm  so I m going to be taking off my sweater  Now  I m just letting you know that this is not an invitation to the physical act of love "" "	[0, 0, 1, 0, 0]	anger
10519	Phoebe	 Wow  So  okay  maybe that means that  you \x92re not over Ross yet and you have issues with your father   	[1, 0, 0, 0, 0]	joy
2919	Ross	     and I really think it should be me   	[0, 0, 0, 0, 1]	anger
36596	Rachel	 Okay  Okay  see now the one with the feather boa  That \x92s Dr  Francis  She used to be a man  Oh look  There \x97 jumps away  \x97Okay     	[0, 0, 1, 0, 0]	joy
15191	Joey	  Hey  how you doin \x92   	[0, 0, 1, 0, 0]	joy
7275	Monica	 It \x92s the heat   And and the humidity   	[0, 1, 0, 0, 0]	joy
42391	Rachel	 Really it \x92s nothing  I \x92m just \x85  	[0, 0, 1, 0, 0]	joy
19168	Joey	 Yeah  you fogged Danny   	[0, 0, 1, 0, 0]	joy
11674	Phoebe	" Yeah  but Jason s really sensitive "" "	[1, 0, 0, 0, 0]	anger
17563	Monica	 I mean  you \x92re the one they \x92re gonna come to when they wanna run away from home  and the one they talk to about sex   	[0, 1, 0, 0, 0]	anger
37585	Rachel	 I was sending you signals   	[0, 0, 1, 0, 0]	joy
19558	Rachel	 Oh  go on  You telling people about me   	[0, 0, 1, 0, 0]	joy
24175	Chandler	 That was so unlikely  Well  let \x92s get married  I guess   	[0, 0, 0, 1, 0]	surprise
